2021-10-07T08:16:26.455399070Z,2021-10-07T08:16:26.538686410Z,55
2021-10-07T08:16:26.401056590Z,2021-10-07T08:16:26.541694805Z,56
2021-10-07T08:16:26.435797345Z,2021-10-07T08:16:26.546657517Z,57
2021-10-07T08:16:26.394925807Z,2021-10-07T08:16:26.547918921Z,58
2021-10-07T08:16:26.401056590Z,2021-10-07T08:16:26.548805859Z,59
2021-10-07T08:16:26.439094360Z,2021-10-07T08:16:26.554822498Z,60
2021-10-07T08:16:26.422819761Z,2021-10-07T08:16:26.557610625Z,61
2021-10-07T08:16:26.402789625Z,2021-10-07T08:16:26.560628179Z,62
2021-10-07T08:16:26.417916392Z,2021-10-07T08:16:26.563556850Z,63
2021-10-07T08:16:26.449393564Z,2021-10-07T08:16:26.565414159Z,64
2021-10-07T08:16:26.401056590Z,2021-10-07T08:16:26.568501676Z,65
2021-10-07T08:16:26.425266118Z,2021-10-07T08:16:26.570370644Z,66
2021-10-07T08:16:26.399324671Z,2021-10-07T08:16:26.571268095Z,67
2021-10-07T08:16:26.405685234Z,2021-10-07T08:16:26.574511993Z,68
2021-10-07T08:16:26.406931891Z,2021-10-07T08:16:26.576320243Z,69
2021-10-07T08:16:26.455399070Z,2021-10-07T08:16:26.578020042Z,70
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:26.581308039Z,71
2021-10-07T08:16:26.476927249Z,2021-10-07T08:16:26.582841821Z,72
2021-10-07T08:16:26.413073911Z,2021-10-07T08:16:26.585811161Z,73
2021-10-07T08:16:26.397474440Z,2021-10-07T08:16:26.588718913Z,74
2021-10-07T08:16:26.426802475Z,2021-10-07T08:16:26.591756015Z,75
2021-10-07T08:16:26.422819761Z,2021-10-07T08:16:26.593583964Z,76
2021-10-07T08:16:26.409001477Z,2021-10-07T08:16:26.597908365Z,77
2021-10-07T08:16:26.402789625Z,2021-10-07T08:16:26.601021836Z,78
2021-10-07T08:16:26.417916392Z,2021-10-07T08:16:26.602645927Z,79
2021-10-07T08:16:26.394925807Z,2021-10-07T08:16:26.607062635Z,80
2021-10-07T08:16:26.422819761Z,2021-10-07T08:16:26.610079852Z,81
2021-10-07T08:16:26.436978284Z,2021-10-07T08:16:26.613343923Z,82
2021-10-07T08:16:26.415012783Z,2021-10-07T08:16:26.616668913Z,83
2021-10-07T08:16:26.436978284Z,2021-10-07T08:16:26.618482111Z,84
2021-10-07T08:16:26.405685234Z,2021-10-07T08:16:26.620647085Z,85
2021-10-07T08:16:26.510947986Z,2021-10-07T08:16:26.621929024Z,86
2021-10-07T08:16:26.487134502Z,2021-10-07T08:16:26.624846795Z,87
2021-10-07T08:16:26.524368873Z,2021-10-07T08:16:26.628211401Z,88
2021-10-07T08:16:26.402789625Z,2021-10-07T08:16:26.630850300Z,89
2021-10-07T08:16:26.401056590Z,2021-10-07T08:16:26.632486873Z,90
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:26.634391590Z,91
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:26.636371443Z,92
2021-10-07T08:16:26.399324671Z,2021-10-07T08:16:26.638317545Z,93
2021-10-07T08:16:26.394925807Z,2021-10-07T08:16:26.639892255Z,94
2021-10-07T08:16:26.419789504Z,2021-10-07T08:16:26.643007999Z,95
2021-10-07T08:16:26.402789625Z,2021-10-07T08:16:26.645970930Z,96
2021-10-07T08:16:26.397474440Z,2021-10-07T08:16:26.648970869Z,97
2021-10-07T08:16:26.443198927Z,2021-10-07T08:16:26.650880896Z,98
2021-10-07T08:16:26.399324671Z,2021-10-07T08:16:26.655719559Z,99
2021-10-07T08:16:26.607840870Z,2021-10-07T08:16:26.657789940Z,100
2021-10-07T08:16:26.610808647Z,2021-10-07T08:16:26.659059119Z,101
2021-10-07T08:16:26.613948308Z,2021-10-07T08:16:26.662544422Z,102
2021-10-07T08:16:26.616000722Z,2021-10-07T08:16:26.664514565Z,103
2021-10-07T08:16:26.617922820Z,2021-10-07T08:16:26.665680489Z,104
2021-10-07T08:16:26.401056590Z,2021-10-07T08:16:26.668438187Z,105
2021-10-07T08:16:26.441106324Z,2021-10-07T08:16:26.671724833Z,106
2021-10-07T08:16:26.411071269Z,2021-10-07T08:16:26.674708785Z,107
2021-10-07T08:16:26.610808647Z,2021-10-07T08:16:26.677653871Z,108
2021-10-07T08:16:26.510947986Z,2021-10-07T08:16:26.681006528Z,109
2021-10-07T08:16:26.411071269Z,2021-10-07T08:16:26.684476312Z,110
2021-10-07T08:16:26.633936745Z,2021-10-07T08:16:26.686803893Z,111
2021-10-07T08:16:26.635826585Z,2021-10-07T08:16:26.688707998Z,112
2021-10-07T08:16:26.470113331Z,2021-10-07T08:16:26.690309014Z,113
2021-10-07T08:16:26.640847722Z,2021-10-07T08:16:26.692033880Z,114
2021-10-07T08:16:26.530011522Z,2021-10-07T08:16:26.694850103Z,115
2021-10-07T08:16:26.646991997Z,2021-10-07T08:16:26.697914014Z,116
2021-10-07T08:16:26.649927003Z,2021-10-07T08:16:26.699583372Z,117
2021-10-07T08:16:26.425266118Z,2021-10-07T08:16:26.704006341Z,118
2021-10-07T08:16:26.654450430Z,2021-10-07T08:16:26.707705048Z,119
2021-10-07T08:16:26.445249120Z,2021-10-07T08:16:26.709648349Z,120
2021-10-07T08:16:26.658385553Z,2021-10-07T08:16:26.711765788Z,121
2021-10-07T08:16:26.661217523Z,2021-10-07T08:16:26.715753113Z,122
2021-10-07T08:16:26.663279535Z,2021-10-07T08:16:26.717948288Z,123
2021-10-07T08:16:26.534212444Z,2021-10-07T08:16:26.719511152Z,124
2021-10-07T08:16:26.667676756Z,2021-10-07T08:16:26.720351962Z,125
2021-10-07T08:16:26.411071269Z,2021-10-07T08:16:26.723352643Z,126
2021-10-07T08:16:26.415012783Z,2021-10-07T08:16:26.724848150Z,127
2021-10-07T08:16:26.676911424Z,2021-10-07T08:16:26.727724581Z,128
2021-10-07T08:16:26.679932314Z,2021-10-07T08:16:26.730781057Z,129
2021-10-07T08:16:26.413073911Z,2021-10-07T08:16:26.734363601Z,130
2021-10-07T08:16:26.685307843Z,2021-10-07T08:16:26.736090347Z,131
2021-10-07T08:16:26.566132716Z,2021-10-07T08:16:26.738086871Z,132
2021-10-07T08:16:26.470113331Z,2021-10-07T08:16:26.742829004Z,133
2021-10-07T08:16:26.487134502Z,2021-10-07T08:16:26.744128041Z,134
2021-10-07T08:16:26.451350135Z,2021-10-07T08:16:26.745705307Z,135
2021-10-07T08:16:26.483613666Z,2021-10-07T08:16:26.748546965Z,136
2021-10-07T08:16:26.699005838Z,2021-10-07T08:16:26.751385080Z,137
2021-10-07T08:16:26.703132587Z,2021-10-07T08:16:26.753040182Z,138
2021-10-07T08:16:26.613948308Z,2021-10-07T08:16:26.757394064Z,139
2021-10-07T08:16:26.431403771Z,2021-10-07T08:16:26.759158488Z,140
2021-10-07T08:16:26.710813624Z,2021-10-07T08:16:26.762157885Z,141
2021-10-07T08:16:26.676911424Z,2021-10-07T08:16:26.765480544Z,142
2021-10-07T08:16:26.572001434Z,2021-10-07T08:16:26.767305300Z,143
2021-10-07T08:16:26.604787144Z,2021-10-07T08:16:26.769020079Z,144
2021-10-07T08:16:26.714546528Z,2021-10-07T08:16:26.773250327Z,145
2021-10-07T08:16:26.722540288Z,2021-10-07T08:16:26.774912677Z,146
2021-10-07T08:16:26.409001477Z,2021-10-07T08:16:26.777539014Z,147
2021-10-07T08:16:26.727099641Z,2021-10-07T08:16:26.780409172Z,148
2021-10-07T08:16:26.716757149Z,2021-10-07T08:16:26.781172926Z,149
2021-10-07T08:16:26.415012783Z,2021-10-07T08:16:26.784152960Z,150
2021-10-07T08:16:26.735128309Z,2021-10-07T08:16:26.784859125Z,151
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:26.789280713Z,152
2021-10-07T08:16:26.741431555Z,2021-10-07T08:16:26.790840125Z,153
2021-10-07T08:16:26.743400991Z,2021-10-07T08:16:26.793800928Z,154
2021-10-07T08:16:26.741431555Z,2021-10-07T08:16:26.796766282Z,155
2021-10-07T08:16:26.573944156Z,2021-10-07T08:16:26.799879046Z,156
2021-10-07T08:16:26.485215759Z,2021-10-07T08:16:26.803107872Z,157
2021-10-07T08:16:26.752322990Z,2021-10-07T08:16:26.806714091Z,158
2021-10-07T08:16:26.756529366Z,2021-10-07T08:16:26.808485520Z,159
2021-10-07T08:16:26.616000722Z,2021-10-07T08:16:26.810281679Z,160
2021-10-07T08:16:26.761412564Z,2021-10-07T08:16:26.811952665Z,161
2021-10-07T08:16:26.764383850Z,2021-10-07T08:16:26.815467429Z,162
2021-10-07T08:16:26.417916392Z,2021-10-07T08:16:26.816587499Z,163
2021-10-07T08:16:26.513381647Z,2021-10-07T08:16:26.819506623Z,164
2021-10-07T08:16:26.766216559Z,2021-10-07T08:16:26.822558417Z,165
2021-10-07T08:16:26.547216602Z,2021-10-07T08:16:26.823585561Z,166
2021-10-07T08:16:26.481673579Z,2021-10-07T08:16:26.826418306Z,167
2021-10-07T08:16:26.779631164Z,2021-10-07T08:16:26.829390220Z,168
2021-10-07T08:16:26.780872601Z,2021-10-07T08:16:26.832492219Z,169
2021-10-07T08:16:26.783327541Z,2021-10-07T08:16:26.834506675Z,170
2021-10-07T08:16:26.785936382Z,2021-10-07T08:16:26.837684305Z,171
2021-10-07T08:16:26.788471477Z,2021-10-07T08:16:26.841026092Z,172
2021-10-07T08:16:26.790255628Z,2021-10-07T08:16:26.844196835Z,173
2021-10-07T08:16:26.491743655Z,2021-10-07T08:16:26.845920378Z,174
2021-10-07T08:16:26.661217523Z,2021-10-07T08:16:26.848941276Z,175
2021-10-07T08:16:26.799119911Z,2021-10-07T08:16:26.850800404Z,176
2021-10-07T08:16:26.522217792Z,2021-10-07T08:16:26.855504921Z,177
2021-10-07T08:16:26.517849191Z,2021-10-07T08:16:26.857424474Z,178
2021-10-07T08:16:26.417916392Z,2021-10-07T08:16:26.859077411Z,179
2021-10-07T08:16:26.665018048Z,2021-10-07T08:16:26.860897776Z,180
2021-10-07T08:16:26.811248833Z,2021-10-07T08:16:26.862920143Z,181
2021-10-07T08:16:26.814247708Z,2021-10-07T08:16:26.868543151Z,182
2021-10-07T08:16:26.551832249Z,2021-10-07T08:16:26.871734741Z,183
2021-10-07T08:16:26.818596291Z,2021-10-07T08:16:26.873486371Z,184
2021-10-07T08:16:26.733185101Z,2021-10-07T08:16:26.875596283Z,185
2021-10-07T08:16:26.823161073Z,2021-10-07T08:16:26.879706833Z,186
2021-10-07T08:16:26.670918741Z,2021-10-07T08:16:26.883013889Z,187
2021-10-07T08:16:26.651888479Z,2021-10-07T08:16:26.886496412Z,188
2021-10-07T08:16:26.406931891Z,2021-10-07T08:16:26.887666433Z,189
2021-10-07T08:16:26.833647978Z,2021-10-07T08:16:26.890629910Z,190
2021-10-07T08:16:26.517849191Z,2021-10-07T08:16:26.892676848Z,191
2021-10-07T08:16:26.587819215Z,2021-10-07T08:16:26.895623851Z,192
2021-10-07T08:16:26.843428380Z,2021-10-07T08:16:26.898385589Z,193
2021-10-07T08:16:26.631947518Z,2021-10-07T08:16:26.901362727Z,194
2021-10-07T08:16:26.471954920Z,2021-10-07T08:16:26.903010934Z,195
2021-10-07T08:16:26.507196567Z,2021-10-07T08:16:26.906240391Z,196
2021-10-07T08:16:26.419789504Z,2021-10-07T08:16:26.908097573Z,197
2021-10-07T08:16:26.443198927Z,2021-10-07T08:16:26.911033175Z,198
2021-10-07T08:16:26.619953936Z,2021-10-07T08:16:26.913911315Z,199
2021-10-07T08:16:26.520021205Z,2021-10-07T08:16:26.916273222Z,200
2021-10-07T08:16:26.515201471Z,2021-10-07T08:16:26.916993567Z,201
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:26.920436911Z,202
2021-10-07T08:16:26.447302034Z,2021-10-07T08:16:26.923471427Z,203
2021-10-07T08:16:26.873255129Z,2021-10-07T08:16:26.924290086Z,204
2021-10-07T08:16:26.520021205Z,2021-10-07T08:16:26.927197694Z,205
2021-10-07T08:16:26.879005206Z,2021-10-07T08:16:26.928735425Z,206
2021-10-07T08:16:26.595882207Z,2021-10-07T08:16:26.931878609Z,207
2021-10-07T08:16:26.718838208Z,2021-10-07T08:16:26.933643885Z,208
2021-10-07T08:16:26.532097721Z,2021-10-07T08:16:26.938648687Z,209
2021-10-07T08:16:26.889661914Z,2021-10-07T08:16:26.941840679Z,210
2021-10-07T08:16:26.891524747Z,2021-10-07T08:16:26.945245456Z,211
2021-10-07T08:16:26.520021205Z,2021-10-07T08:16:26.947223372Z,212
2021-10-07T08:16:26.897722382Z,2021-10-07T08:16:26.949193811Z,213
2021-10-07T08:16:26.805421473Z,2021-10-07T08:16:26.951518214Z,214
2021-10-07T08:16:26.485215759Z,2021-10-07T08:16:26.953546430Z,215
2021-10-07T08:16:26.547216602Z,2021-10-07T08:16:26.955437180Z,216
2021-10-07T08:16:26.522217792Z,2021-10-07T08:16:26.957306432Z,217
2021-10-07T08:16:26.909972911Z,2021-10-07T08:16:26.958933614Z,218
2021-10-07T08:16:26.622932192Z,2021-10-07T08:16:26.960843089Z,219
2021-10-07T08:16:26.595882207Z,2021-10-07T08:16:26.965578841Z,220
2021-10-07T08:16:26.522217792Z,2021-10-07T08:16:26.966433550Z,221
2021-10-07T08:16:26.522217792Z,2021-10-07T08:16:26.969855747Z,222
2021-10-07T08:16:26.575857223Z,2021-10-07T08:16:26.971730816Z,223
2021-10-07T08:16:26.551832249Z,2021-10-07T08:16:26.974920946Z,224
2021-10-07T08:16:26.556722509Z,2021-10-07T08:16:26.976654688Z,225
2021-10-07T08:16:26.928035478Z,2021-10-07T08:16:26.981037590Z,226
2021-10-07T08:16:26.708675227Z,2021-10-07T08:16:26.984795893Z,227
2021-10-07T08:16:26.422819761Z,2021-10-07T08:16:26.988602853Z,228
2021-10-07T08:16:26.622932192Z,2021-10-07T08:16:26.990623014Z,229
2021-10-07T08:16:26.500230027Z,2021-10-07T08:16:26.992024098Z,230
2021-10-07T08:16:26.679932314Z,2021-10-07T08:16:26.995982145Z,231
2021-10-07T08:16:26.464982322Z,2021-10-07T08:16:26.997889942Z,232
2021-10-07T08:16:26.637823373Z,2021-10-07T08:16:27.001687114Z,233
2021-10-07T08:16:26.405685234Z,2021-10-07T08:16:27.003538184Z,234
2021-10-07T08:16:26.952282123Z,2021-10-07T08:16:27.005432860Z,235
2021-10-07T08:16:26.954470558Z,2021-10-07T08:16:27.006488161Z,236
2021-10-07T08:16:26.691237908Z,2021-10-07T08:16:27.009369609Z,237
2021-10-07T08:16:26.897722382Z,2021-10-07T08:16:27.012535537Z,238
2021-10-07T08:16:26.923905451Z,2021-10-07T08:16:27.013599175Z,239
2021-10-07T08:16:26.964511457Z,2021-10-07T08:16:27.016578337Z,240
2021-10-07T08:16:26.598802411Z,2021-10-07T08:16:27.019734912Z,241
2021-10-07T08:16:26.724263418Z,2021-10-07T08:16:27.021948611Z,242
2021-10-07T08:16:26.433800243Z,2021-10-07T08:16:27.023013865Z,243
2021-10-07T08:16:26.534212444Z,2021-10-07T08:16:27.024154861Z,244
2021-10-07T08:16:26.463245562Z,2021-10-07T08:16:27.024888433Z,245
2021-10-07T08:16:26.399324671Z,2021-10-07T08:16:27.026473025Z,246
2021-10-07T08:16:26.426802475Z,2021-10-07T08:16:27.035803347Z,247
2021-10-07T08:16:26.811248833Z,2021-10-07T08:16:27.039075425Z,248
2021-10-07T08:16:26.445249120Z,2021-10-07T08:16:27.042673882Z,249
2021-10-07T08:16:26.556722509Z,2021-10-07T08:16:27.044874659Z,250
2021-10-07T08:16:26.562516703Z,2021-10-07T08:16:27.046379867Z,251
2021-10-07T08:16:26.425266118Z,2021-10-07T08:16:27.047394725Z,252
2021-10-07T08:16:27.000215289Z,2021-10-07T08:16:27.051587277Z,253
2021-10-07T08:16:26.722540288Z,2021-10-07T08:16:27.054554949Z,254
2021-10-07T08:16:26.790255628Z,2021-10-07T08:16:27.057394522Z,255
2021-10-07T08:16:26.761412564Z,2021-10-07T08:16:27.060825154Z,256
2021-10-07T08:16:26.915257898Z,2021-10-07T08:16:27.063872946Z,257
2021-10-07T08:16:26.394925807Z,2021-10-07T08:16:27.067025011Z,258
2021-10-07T08:16:26.592591075Z,2021-10-07T08:16:27.070504809Z,259
2021-10-07T08:16:26.780872601Z,2021-10-07T08:16:27.071826312Z,260
2021-10-07T08:16:27.018757709Z,2021-10-07T08:16:27.074725552Z,261
2021-10-07T08:16:27.021213837Z,2021-10-07T08:16:27.077785016Z,262
2021-10-07T08:16:26.724263418Z,2021-10-07T08:16:27.080904369Z,263
2021-10-07T08:16:26.526418902Z,2021-10-07T08:16:27.082593347Z,264
2021-10-07T08:16:26.635826585Z,2021-10-07T08:16:27.083761233Z,265
2021-10-07T08:16:26.425266118Z,2021-10-07T08:16:27.086490174Z,266
2021-10-07T08:16:26.543526716Z,2021-10-07T08:16:27.089300302Z,267
2021-10-07T08:16:26.426802475Z,2021-10-07T08:16:27.090788109Z,268
2021-10-07T08:16:26.411071269Z,2021-10-07T08:16:27.093516345Z,269
2021-10-07T08:16:26.479270611Z,2021-10-07T08:16:27.096525184Z,270
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:27.097435031Z,271
2021-10-07T08:16:26.476927249Z,2021-10-07T08:16:27.100363980Z,272
2021-10-07T08:16:27.050832854Z,2021-10-07T08:16:27.102190338Z,273
2021-10-07T08:16:26.758227431Z,2021-10-07T08:16:27.103916816Z,274
2021-10-07T08:16:26.502681275Z,2021-10-07T08:16:27.107140378Z,275
2021-10-07T08:16:27.059836993Z,2021-10-07T08:16:27.108846793Z,276
2021-10-07T08:16:27.062944902Z,2021-10-07T08:16:27.111755522Z,277
2021-10-07T08:16:26.402789625Z,2021-10-07T08:16:27.115135244Z,278
2021-10-07T08:16:26.458927999Z,2021-10-07T08:16:27.118390413Z,279
2021-10-07T08:16:26.694280614Z,2021-10-07T08:16:27.120473207Z,280
2021-10-07T08:16:26.422819761Z,2021-10-07T08:16:27.122602882Z,281
2021-10-07T08:16:26.617922820Z,2021-10-07T08:16:27.124544649Z,282
2021-10-07T08:16:26.735128309Z,2021-10-07T08:16:27.125821108Z,283
2021-10-07T08:16:26.436978284Z,2021-10-07T08:16:27.128744062Z,284
2021-10-07T08:16:26.809428556Z,2021-10-07T08:16:27.130089395Z,285
2021-10-07T08:16:27.085734142Z,2021-10-07T08:16:27.133061325Z,286
2021-10-07T08:16:26.828760086Z,2021-10-07T08:16:27.134657888Z,287
2021-10-07T08:16:26.722540288Z,2021-10-07T08:16:27.138562410Z,288
2021-10-07T08:16:27.000215289Z,2021-10-07T08:16:27.141659867Z,289
2021-10-07T08:16:26.429047377Z,2021-10-07T08:16:27.142618223Z,290
2021-10-07T08:16:26.392915271Z,2021-10-07T08:16:27.145644751Z,291
2021-10-07T08:16:26.553930292Z,2021-10-07T08:16:27.146693528Z,292
2021-10-07T08:16:26.622932192Z,2021-10-07T08:16:27.149636513Z,293
2021-10-07T08:16:27.062944902Z,2021-10-07T08:16:27.150671898Z,294
2021-10-07T08:16:26.492959269Z,2021-10-07T08:16:27.153462385Z,295
2021-10-07T08:16:27.108101570Z,2021-10-07T08:16:27.155116569Z,296
2021-10-07T08:16:26.625829708Z,2021-10-07T08:16:27.156674766Z,297
2021-10-07T08:16:27.113997897Z,2021-10-07T08:16:27.159562553Z,298
2021-10-07T08:16:26.729966494Z,2021-10-07T08:16:27.162631775Z,299
2021-10-07T08:16:26.500230027Z,2021-10-07T08:16:27.165614951Z,300
2021-10-07T08:16:26.630107017Z,2021-10-07T08:16:27.167409118Z,301
2021-10-07T08:16:26.447302034Z,2021-10-07T08:16:27.168886930Z,302
2021-10-07T08:16:27.125199467Z,2021-10-07T08:16:27.170659385Z,303
2021-10-07T08:16:27.127787513Z,2021-10-07T08:16:27.173625576Z,304
2021-10-07T08:16:27.129809207Z,2021-10-07T08:16:27.176429971Z,305
2021-10-07T08:16:26.860188306Z,2021-10-07T08:16:27.179589661Z,306
2021-10-07T08:16:26.413073911Z,2021-10-07T08:16:27.180518099Z,307
2021-10-07T08:16:26.613948308Z,2021-10-07T08:16:27.183637861Z,308
2021-10-07T08:16:26.735128309Z,2021-10-07T08:16:27.184463469Z,309
2021-10-07T08:16:27.117310874Z,2021-10-07T08:16:27.187660151Z,310
2021-10-07T08:16:26.779631164Z,2021-10-07T08:16:27.188675410Z,311
2021-10-07T08:16:27.146325625Z,2021-10-07T08:16:27.191703007Z,312
2021-10-07T08:16:26.703132587Z,2021-10-07T08:16:27.192810847Z,313
2021-10-07T08:16:26.431403771Z,2021-10-07T08:16:27.193848726Z,314
2021-10-07T08:16:26.741431555Z,2021-10-07T08:16:27.197824854Z,315
2021-10-07T08:16:26.823161073Z,2021-10-07T08:16:27.200652798Z,316
2021-10-07T08:16:26.549573177Z,2021-10-07T08:16:27.203555369Z,317
2021-10-07T08:16:26.406931891Z,2021-10-07T08:16:27.206664742Z,318
2021-10-07T08:16:26.443198927Z,2021-10-07T08:16:27.207647666Z,319
2021-10-07T08:16:26.532097721Z,2021-10-07T08:16:27.210433669Z,320
2021-10-07T08:16:26.622932192Z,2021-10-07T08:16:27.213593378Z,321
2021-10-07T08:16:26.464982322Z,2021-10-07T08:16:27.214861349Z,322
2021-10-07T08:16:26.679932314Z,2021-10-07T08:16:27.216561473Z,323
2021-10-07T08:16:26.399324671Z,2021-10-07T08:16:27.222829371Z,324
2021-10-07T08:16:26.703132587Z,2021-10-07T08:16:27.226128748Z,325
2021-10-07T08:16:27.178641489Z,2021-10-07T08:16:27.228937599Z,326
2021-10-07T08:16:26.566132716Z,2021-10-07T08:16:27.231253978Z,327
2021-10-07T08:16:27.050832854Z,2021-10-07T08:16:27.232766315Z,328
2021-10-07T08:16:27.184189007Z,2021-10-07T08:16:27.237654086Z,329
2021-10-07T08:16:26.683302979Z,2021-10-07T08:16:27.240385103Z,330
2021-10-07T08:16:26.470113331Z,2021-10-07T08:16:27.241873886Z,331
2021-10-07T08:16:26.783327541Z,2021-10-07T08:16:27.246148616Z,332
2021-10-07T08:16:26.470113331Z,2021-10-07T08:16:27.248033216Z,333
2021-10-07T08:16:27.194599492Z,2021-10-07T08:16:27.251369585Z,334
2021-10-07T08:16:26.673947335Z,2021-10-07T08:16:27.253176152Z,335
2021-10-07T08:16:26.833647978Z,2021-10-07T08:16:27.255178010Z,336
2021-10-07T08:16:26.637823373Z,2021-10-07T08:16:27.258152954Z,337
2021-10-07T08:16:26.433800243Z,2021-10-07T08:16:27.259773253Z,338
2021-10-07T08:16:26.633936745Z,2021-10-07T08:16:27.262831520Z,339
2021-10-07T08:16:26.743400991Z,2021-10-07T08:16:27.265762212Z,340
2021-10-07T08:16:26.528120341Z,2021-10-07T08:16:27.268527314Z,341
2021-10-07T08:16:26.534212444Z,2021-10-07T08:16:27.271434461Z,342
2021-10-07T08:16:27.219291838Z,2021-10-07T08:16:27.273384774Z,343
2021-10-07T08:16:27.223551984Z,2021-10-07T08:16:27.275017244Z,344
2021-10-07T08:16:26.435797345Z,2021-10-07T08:16:27.278247778Z,345
2021-10-07T08:16:27.228849479Z,2021-10-07T08:16:27.279060979Z,346
2021-10-07T08:16:27.192347653Z,2021-10-07T08:16:27.283547308Z,347
2021-10-07T08:16:27.043486605Z,2021-10-07T08:16:27.284748657Z,348
2021-10-07T08:16:27.034926927Z,2021-10-07T08:16:27.287902732Z,349
